OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
tax,Technology,"Peterson, King and Beard/Troy Klein","Peterson, King and Beard/Troy Klein",Visionary multimedia open system,Pursue,55,2023-06-11,2023-04-27,,Dr. Robert Henson,Katrina Mcdaniel,Victoria Murphy%,Lisa Lynch,Natalie Palmer,,,USD,63.55756153578381,63.55756153578381,tax,E61504891,E61504891-223,TMT,International Tax Transaction Services,Madagascar,Afrique
sat,startup,Castillo-Ward/Nicholas Vargas,Castillo-Ward/Nicholas Vargas,Vision-oriented systemic intranet,Qualify,25,2022-11-26,2023-08-21,,Christopher Banks,Danny Perry,Danielle Howard%,Scott Phillips,James Cruz,,,EUR,87.59999662870536,87.59999662870536,sat,E62939212,E62939212-224,Private,Transactions & Corporate Finance,Portugal,Europe
sat,Health,Smith-Hernandez/Daniel Turner,Smith-Hernandez/Daniel Turner,Synergized bi-directional forecast,Qualify,40,2023-06-24,2021-10-20,,Victoria Acosta,Marcus Smith,Alejandra Lewis%,Tammy Farrell,Ashley Taylor,,,USD,88.77346891030723,88.77346891030723,sat,E68102284,E68102284-225,GPS,Transactions & Corporate Finance,Jordanie,Asie
consulting,Technology,"Gutierrez, Quinn and Hinton/Andrew Taylor","Gutierrez, Quinn and Hinton/Andrew Taylor",Object-based analyzing structure,Won,20,2023-05-04,2021-11-21,2021-03-04 00:00:00,Krista Jackson,Heather Jacobs,Wanda Johnson%,Jeff Saunders,Christopher Smith,approved,,EUR,85.59710525423188,85.59710525423188,consulting,E69293266,E69293266-226,TMT,Sustainability,Danemark,Europe
assurance,startup,Griffin Group/Cameron George,Griffin Group/Cameron George,Switchable multimedia secured line,Closing,75,2023-05-22,2022-10-31,,Antonio Clark,Deborah Collins,Mark Manning%,Sarah Davenport,Brittany Johnson,,,USD,63.04495217421179,63.04495217421179,assurance,E64106756,E64106756-227,Private,FAAS,Sierra Leone,Afrique
consulting,Health,"Hernandez, Brown and Murphy/Dustin Phillips","Hernandez, Brown and Murphy/Dustin Phillips",Multi-layered exuding budgetary management,Identify,15,2021-09-11,2021-06-30,,Ronald Watson,Donna Guzman,April Schwartz%,Robert Combs,Donald Moore,,,EUR,84.97497278592789,84.97497278592789,consulting,E69749443,E69749443-228,GPS,Risk,Danemark,Europe
tax,Technology,Wallace-Edwards/Taylor Floyd,Wallace-Edwards/Taylor Floyd,Secured human-resource encoding,Won,100,2021-05-11,2023-05-30,2021-05-06 00:00:00,Jane Fitzgerald,Darlene Johnson,Joshua Duncan%,Hannah Williams,Ruth Ryan,approved,,USD,62.11315267763735,62.11315267763735,tax,E69927888,E69927888-229,TMT,Law,Arabie saoudite,Asie
sat,startup,Hart Inc/Joseph Greene,Hart Inc/Joseph Greene,Monitored 4thgeneration customer loyalty,Identify,20,2022-01-19,2023-06-29,,David Mendoza,Stacie Smith,Jacob Davis%,Austin Mueller,Jerry Acevedo,,,EUR,73.77833011432499,73.77833011432499,sat,E65343748,E65343748-230,Private,Transactions & Corporate Finance,Angleterre,Europe
consulting,Telecommunications,Ford Group/Stephanie Hansen,Ford Group/Stephanie Hansen,Synergistic full-range toolset,Declined,5,2023-09-18,2023-09-08,,Heather Harris,Jeffrey Costa,Nathan Martin%,Jessica Campbell,Charles Bryant,,,USD,60.69140213394706,60.69140213394706,consulting,E62245509,E62245509-231,TMT,Risk,Pakistan,Asie
sat,Health,Potter Inc/Lori Williams,Potter Inc/Lori Williams,Organized heuristic software,Won,100,2021-09-20,2022-01-18,2021-07-20 00:00:00,Ann Allen,Scott Olsen,David Ward%,Christina Dominguez,Todd Mcgee,approved,,USD,92.01105012934548,92.01105012934548,sat,E63493176,E63493176-232,GPS,Transactions & Corporate Finance,Éthiopie,Afrique
assurance,Infrastructure,"Rogers, James and Lewis/Laura Williams","Rogers, James and Lewis/Laura Williams",Self-enabling eco-centric task-force,Pursue,75,2022-08-02,2023-06-20,,Amanda Brown,Ricardo Jackson,Andrea Gamble%,Katherine Green,Melvin Martin,,,USD,66.43787782313076,66.43787782313076,assurance,E64973006,E64973006-233,GPS,FAAS,République démocratique du Congo,Afrique
sat,startup,Taylor and Sons/Kathy Gomez,Taylor and Sons/Kathy Gomez,Enterprise-wide logistical pricing structure,Declined,100,2023-08-08,2021-08-24,,Stephanie Hall,Alicia Moore,Emily Pham%,Lisa Flores,Kara Price,,,EUR,66.75681437599712,66.75681437599712,sat,E68058788,E68058788-234,Private,Transactions & Corporate Finance,Grèce,Europe
assurance,startup,"Burns, Dickerson and Hernandez/Samantha Boyer","Burns, Dickerson and Hernandez/Samantha Boyer",Open-architected directional middleware,Declined,20,2021-09-07,2021-05-05,,Amanda Jordan,Derrick Fernandez,Donald Austin%,Stephen Campbell,Jacob Smith,,,EUR,80.67317067064793,80.67317067064793,assurance,E63284095,E63284095-235,Private,CCaSS,Lettonie,Europe
tax,Wealth & Asset Management,"Harding, Santiago and Warren/Dustin Martinez","Harding, Santiago and Warren/Dustin Martinez",Future-proofed value-added complexity,Lost,100,2022-01-18,2023-02-03,,Linda Marquez,Lindsay Wilkins,Timothy Jefferson%,Kimberly Willis,Jessica Sanchez,,,USD,64.25778404721713,64.25778404721713,tax,E65972057,E65972057-236,FS,International Tax Transaction Services,Lesotho,Afrique
consulting,Infrastructure,Rush-Rodriguez/Kelly Ramos,Rush-Rodriguez/Kelly Ramos,Function-based web-enabled moderator,Qualify,25,2022-10-30,2022-07-08,,Candice Ortiz,Brandy Murray,Matthew Sharp%,Willie Morales,Anthony Jimenez,,,USD,84.16726751911258,84.16726751911258,consulting,E68160655,E68160655-237,GPS,Sustainability,Nigeria,Afrique
assurance,Infrastructure,"Harvey, Garcia and Griffin/Emily Clayton","Harvey, Garcia and Griffin/Emily Clayton",Networked demand-driven policy,Closing,75,2022-12-30,2021-04-26,,Angela Shaw,Zachary Yu,Victor West%,Dana Middleton,Brandon Lawson,,,USD,59.04452129289896,59.04452129289896,assurance,E62232955,E62232955-238,GPS,Technology Assurance,Kenya,Afrique
assurance,Banking & Capital Markets,Jensen-Evans/Juan Collier,Jensen-Evans/Juan Collier,Open-source bi-directional approach,Qualify,35,2021-07-03,2023-09-20,,Heather Kelley,Darlene Kirk,Kyle Warner%,Christopher Olsen,Susan Stewart,,,EUR,83.23346620294842,83.23346620294842,assurance,E65117574,E65117574-239,FS,Audit & Governance,Pays-Bas,Europe
consulting,Telecommunications,Tucker and Sons/Debra Martin,Tucker and Sons/Debra Martin,Centralized stable projection,Qualify,30,2023-08-08,2022-12-27,,Nicholas Wolfe,Nicole Knight,Kayla Arnold%,Jessica Torres,Kristina Mccormick,,,USD,58.63834868632565,58.63834868632565,consulting,E61378732,E61378732-240,TMT,Supply Chain & Operations,Émirats arabes unis,Asie
assurance,Infrastructure,Powell LLC/Michael Harding,Powell LLC/Michael Harding,Upgradable methodical approach,Qualify,40,2021-08-31,2023-02-21,,Timothy Martinez,Gregory Tanner,Dana Cantrell%,Katie Martinez,Ian Hall,,,USD,95.79271852386347,95.79271852386347,assurance,E65925902,E65925902-241,GPS,Forensics,Koweït,Asie
sat,Defense,"Henry, Wilcox and Marshall/Phillip Hansen","Henry, Wilcox and Marshall/Phillip Hansen",Proactive fresh-thinking productivity,Lost,5,2021-07-25,2022-05-29,,Natasha Dean,Timothy Chapman,Anthony Weber%,Howard Adams,Ryan Thomas,,,USD,65.5282731051779,65.5282731051779,sat,E67973995,E67973995-242,GPS,EY-P,Nigeria,Afrique
assurance,Infrastructure,"Mitchell, Camacho and Pierce/Christy Herrera","Mitchell, Camacho and Pierce/Christy Herrera",Right-sized high-level knowledge user,Qualify,30,2021-11-08,2021-02-27,,Michael Valdez,John Roberts,Ronald Turner%,Lisa Glover,Mrs. Jessica Matthews,,,USD,88.84327990850775,88.84327990850775,assurance,E69161220,E69161220-243,GPS,Audit & Governance,Djibouti,Afrique
tax,startup,"Smith, Holder and Robles/Nicole Lopez","Smith, Holder and Robles/Nicole Lopez",Seamless human-resource function,Won,5,2022-11-20,2022-09-20,2021-08-19 00:00:00,Michelle Fields DDS,Douglas Glenn,Melissa Stewart%,Timothy Brown,Donna Reyes,approved,,USD,64.88646783663964,64.88646783663964,tax,E67484753,E67484753-244,Private,PAS,Maroc,Afrique
assurance,Technology,"Palmer, Ashley and Rogers/Edward Welch","Palmer, Ashley and Rogers/Edward Welch",Face-to-face context-sensitive protocol,Lost,5,2023-01-18,2021-03-13,,Jeremy Martinez,Emily Brown,Derek Wiley%,Deanna Harris,Lisa Horne,,,EUR,59.120403592097766,59.120403592097766,assurance,E63772397,E63772397-245,TMT,Audit & Governance,Pays-Bas,Europe
assurance,startup,Weeks-Mendoza/Richard Cruz,Weeks-Mendoza/Richard Cruz,User-centric foreground access,Lost,20,2022-11-20,2021-06-22,,Eugene Williamson,Mark Baird,Miranda Jones%,Sarah Lambert,Judith Martin,,,USD,90.81983283725954,90.81983283725954,assurance,E65699068,E65699068-246,Private,Forensics,Bénin,Afrique
sat,Defense,"Hayden, Clark and Choi/Dawn Walsh","Hayden, Clark and Choi/Dawn Walsh",Switchable bottom-line productivity,Qualify,45,2023-04-13,2023-10-31,,Alexandra Perkins,Elizabeth Lawson,Alison Klein%,Dawn Scott,Sean Moore,,,USD,61.07232431970759,61.07232431970759,sat,E62150267,E62150267-247,GPS,EY-P,Guinée,Afrique
consulting,startup,Parrish-Daniels/Harold Moore,Parrish-Daniels/Harold Moore,Sharable discrete project,Identify,10,2022-07-31,2021-10-26,,Raymond Stein,Mary Ryan,Chelsea Bullock%,Wanda Murray,Dan Weber,,,USD,58.6585499384243,58.6585499384243,consulting,E69379569,E69379569-248,Private,Customer & Growth,Arabie saoudite,Asie
sat,Wealth & Asset Management,Case Inc/Brendan Warner,Case Inc/Brendan Warner,Re-contextualized global core,Declined,20,2021-11-19,2023-10-06,,Julia Nixon,Samuel Terry,William Wong%,Michelle Yang,Lori Mcclain,,,USD,87.76399579306451,87.76399579306451,sat,E61657800,E61657800-249,FS,Transactions & Corporate Finance,Éthiopie,Afrique
assurance,Media & Entertainment,"Sanchez, Jones and Daugherty/Pam Moore","Sanchez, Jones and Daugherty/Pam Moore",Grass-roots holistic array,Qualify,30,2023-04-11,2021-08-19,,Nichole Wright,Kathryn Stone,Tiffany Allen%,Ronald Levine,Jennifer Gentry,,,USD,94.80804141007604,94.80804141007604,assurance,E68399336,E68399336-250,TMT,Finance,Liban,Asie
tax,Media & Entertainment,Black and Sons/Melissa Reed,Black and Sons/Melissa Reed,Operative system-worthy Local Area Network,Pursue,65,2023-06-24,2022-10-22,,Benjamin Martinez,Paul Perkins,Jeffrey Gibson%,Karina Mccarthy,Jason Gutierrez,,,USD,53.59404403789319,53.59404403789319,tax,E62281603,E62281603-251,TMT,GCR,Guinée,Afrique
tax,Health,Flynn-Bradshaw/Kara West,Flynn-Bradshaw/Kara West,Adaptive scalable projection,Declined,5,2023-10-01,2023-12-25,,Steven Newton,Erik Jackson,Seth Wheeler%,Lisa Mcdowell,Raymond Ray,,,EUR,84.10267518478803,84.10267518478803,tax,E62284682,E62284682-252,GPS,Law,Pays-Bas,Europe
tax,Media & Entertainment,Rodriguez-Mills/Benjamin Collins,Rodriguez-Mills/Benjamin Collins,Virtual 4thgeneration synergy,Lost,100,2023-10-22,2022-02-25,,Andrew Higgins,Lisa Esparza,Joseph Hunter%,Andrew Cantrell,Randy Mcmahon,,,USD,74.7357201289984,74.7357201289984,tax,E63196452,E63196452-253,TMT,International Tax Transaction Services,Burundi,Afrique
tax,Insurance,Davies Group/Anthony Martin,Davies Group/Anthony Martin,Phased bandwidth-monitored hierarchy,Identify,15,2021-05-07,2023-08-09,,Nathan Moon,James Lewis,April Chandler%,Michael Daniels,John Walker,,,EUR,66.32857072274813,66.32857072274813,tax,E67915887,E67915887-254,FS,Indirect,France,Europe
consulting,Wealth & Asset Management,Marshall LLC/Stacey Nelson,Marshall LLC/Stacey Nelson,Object-based heuristic matrices,Lost,20,2023-09-27,2023-02-28,,Matthew Acosta,Pam Allen,Sydney Fernandez%,Carol Ortiz,Kenneth Lara,,,USD,96.70576843623437,96.70576843623437,consulting,E65451632,E65451632-255,FS,Technology Assurance,Lesotho,Afrique
tax,Health,Matthews-Scott/Cathy Martinez,Matthews-Scott/Cathy Martinez,Innovative discrete interface,Identify,15,2021-03-23,2023-11-15,,Suzanne Mcgee MD,Brett Johnson,Kylie Edwards%,Thomas Harrison,William Smith,,,USD,85.00142225497379,85.00142225497379,tax,E64541692,E64541692-256,GPS,BTS,Comores,Afrique
assurance,Wealth & Asset Management,Taylor-Leach/Melissa Stone,Taylor-Leach/Melissa Stone,Multi-tiered uniform collaboration,Closing,100,2023-11-13,2021-12-27,,Joshua Webb,David Davis,Tyler Lee%,David Bates,Janet Rogers,,,USD,83.82934590778183,83.82934590778183,assurance,E67291950,E67291950-257,FS,Audit & Governance,Burkina Faso,Afrique
assurance,Wealth & Asset Management,Henderson and Sons/Joshua Ross,Henderson and Sons/Joshua Ross,Synergistic system-worthy capability,Qualify,35,2023-08-09,2021-10-14,,Dr. Jack Jefferson,Allison Brady,Lisa Hughes%,Kevin Cruz,Emily Greer,,,USD,96.46475528531973,96.46475528531973,assurance,E67622723,E67622723-258,FS,Audit & Governance,Maroc,Afrique
assurance,Wealth & Asset Management,Brown-Cuevas/Michael Norton,Brown-Cuevas/Michael Norton,Team-oriented next generation info-mediaries,Pursue,40,2021-08-10,2023-06-12,,Nicholas Burnett,John Yates,Ashley Scott%,Lucas Nelson,Mrs. Jacqueline Jones DVM,,,USD,85.89100511920992,85.89100511920992,assurance,E61171677,E61171677-259,FS,CCaSS,Lesotho,Afrique
tax,Technology,"Kent, Kim and Gonzalez/John Martin","Kent, Kim and Gonzalez/John Martin",Reactive background open system,Closing,100,2021-10-25,2021-10-20,,Megan Hinton,Zachary Harris,Heather Rodgers%,Stephen Harrell,Erica Campos,,,USD,78.02758170603589,78.02758170603589,tax,E61884158,E61884158-260,TMT,International Tax Transaction Services,Lesotho,Afrique
tax,startup,"Lewis, Daniels and Foster/Rachel Nunez","Lewis, Daniels and Foster/Rachel Nunez",Up-sized well-modulated encoding,Declined,20,2021-08-19,2022-08-25,,Kathryn Sanchez,Sara Casey,Ronald Kramer%,Keith Bell,Debra Gutierrez,,,TND,62.01140057725485,62.01140057725485,tax,E61663298,E61663298-261,Private,PAS,Tunisie,Tunisia
sat,startup,Weber PLC/Tina Martin,Weber PLC/Tina Martin,Inverse mission-critical project,Lost,20,2022-04-08,2023-07-25,,Katrina Jones,Brian Davidson,Mary Mason%,Elizabeth Reed,James Warren,,,USD,64.5372694561611,64.5372694561611,sat,E62526687,E62526687-262,Private,Transactions & Corporate Finance,Sierra Leone,Afrique
sat,Health,"Smith, Price and Santos/Kristin Tate","Smith, Price and Santos/Kristin Tate",Organic disintermediate process improvement,Identify,10,2021-09-26,2023-04-30,,Robert Alexander,Michelle Braun,Kelly Bates%,Jason Bond,David Morales,,,TND,80.76495327284266,80.76495327284266,sat,E63642943,E63642943-263,GPS,EY-P,Tunisie,Tunisia
assurance,startup,"Adams, Malone and Miranda/Jon Goodwin","Adams, Malone and Miranda/Jon Goodwin",Organic uniform model,Declined,5,2023-06-11,2022-12-30,,Megan Johnson,Connor Delacruz,Steven Scott%,John Richard,Monique Dixon,,,USD,89.62335013761472,89.62335013761472,assurance,E67303564,E67303564-264,Private,CCaSS,Togo,Afrique
assurance,Technology,Ellis-Palmer/William Jennings,Ellis-Palmer/William Jennings,Right-sized responsive application,Identify,10,2023-01-13,2022-08-19,,Kristin Smith,Gina Mason,Brent Ramirez%,Christopher Clark,Mrs. Cassie Rodriguez,,,EUR,62.05363405133073,62.05363405133073,assurance,E64388444,E64388444-265,TMT,FAAS,Lettonie,Europe
assurance,Insurance,Andrews-Mcdonald/Michael Ruiz,Andrews-Mcdonald/Michael Ruiz,Reverse-engineered global Local Area Network,Pursue,55,2022-04-02,2021-07-20,,Timothy Martin,Paula Vargas,Nicholas Jones%,Daniel Grant,Jake Rivera,,,USD,80.26410362984862,80.26410362984862,assurance,E65612525,E65612525-266,FS,Audit & Governance,Djibouti,Afrique
sat,startup,"Phelps, Watson and Vaughn/Pamela Contreras","Phelps, Watson and Vaughn/Pamela Contreras",Polarized even-keeled alliance,Identify,10,2022-10-27,2021-10-14,,Michael Gordon,Robert Lewis,Christopher Beard%,Aaron Pacheco,Ryan Sanders,,,EUR,76.31510673266645,76.31510673266645,sat,E65196420,E65196420-267,Private,Transactions & Corporate Finance,Suisse,Europe
tax,Health,Garcia-Palmer/Daniel Kim,Garcia-Palmer/Daniel Kim,Implemented mission-critical emulation,Closing,75,2023-12-06,2022-11-28,,Dorothy Shaffer,Danielle Rivas,Matthew Hernandez%,Richard Reeves,Loretta Fleming,,,USD,96.34784380639874,96.34784380639874,tax,E66894627,E66894627-268,GPS,PAS,Madagascar,Afrique
sat,startup,Coleman Group/Brenda Fox,Coleman Group/Brenda Fox,Multi-channeled demand-driven artificial intelligence,Closing,75,2021-04-29,2021-04-13,,Emily Colon,Alyssa Thomas,Paul Burns%,Marcus Leach,Robert Rivera,,,EUR,90.62227780930509,90.62227780930509,sat,E69992813,E69992813-269,Private,Transactions & Corporate Finance,Portugal,Europe
tax,startup,"Todd, Moreno and Mann/David Stanton","Todd, Moreno and Mann/David Stanton",Monitored motivating time-frame,Qualify,20,2022-09-05,2022-06-04,,Jennifer Steele,Christopher Camacho,William Anderson%,Lydia Valencia,Kathy Henry,,,USD,52.5477088832415,52.5477088832415,tax,E69341771,E69341771-270,Private,International Tax Transaction Services,Sierra Leone,Afrique
assurance,startup,Chung-Henderson/Robert Cain,Chung-Henderson/Robert Cain,Exclusive radical intranet,Declined,100,2022-09-17,2022-06-11,,Alyssa Hayden,Gabriela Finley,Lindsey Nguyen%,Jamie King,Miranda Morris,,,USD,70.80776014349694,70.80776014349694,assurance,E64619115,E64619115-271,Private,Technology Assurance,Lesotho,Afrique
assurance,Media & Entertainment,Cox-Lee/Daniel Turner,Cox-Lee/Daniel Turner,Stand-alone contextually-based projection,Declined,100,2023-10-20,2021-08-08,,Jerry Everett,Edgar Nguyen,Joshua Vasquez%,Linda Mejia,Laura Williams,,,USD,86.83606578430421,86.83606578430421,assurance,E63148055,E63148055-272,TMT,Forensics,Lesotho,Afrique
sat,Insurance,Alvarez-Woodward/Aaron Hill,Alvarez-Woodward/Aaron Hill,Managed dynamic functionalities,Closing,5,2023-07-19,2021-02-22,,Ashley Huff,Anthony Gonzalez,Jonathan Smith%,Susan Myers,Diana Leonard,,,USD,94.96957806523892,94.96957806523892,sat,E68551014,E68551014-273,FS,EY-P,Togo,Afrique
tax,startup,Thomas Group/Gregory Mayer,Thomas Group/Gregory Mayer,User-friendly system-worthy service-desk,Qualify,50,2021-03-23,2022-03-21,,Joseph Reed,Kelly Taylor,Daniel Wells%,Ricky Scott,Holly Gonzalez,,,USD,56.66359974775238,56.66359974775238,tax,E64220534,E64220534-274,Private,Indirect,Djibouti,Afrique
consulting,startup,Burke-Lewis/David Brady,Burke-Lewis/David Brady,Distributed clear-thinking productivity,Lost,20,2022-12-15,2022-09-15,,Nathan Phelps,James Coffey,Mathew Benitez%,Jacqueline James,Casey Hudson,,,USD,50.89065159288164,50.89065159288164,consulting,E61907385,E61907385-275,Private,Technology Assurance,République démocratique du Congo,Afrique
assurance,Banking & Capital Markets,Aguilar-Ford/Lindsey Rhodes,Aguilar-Ford/Lindsey Rhodes,Diverse zero tolerance middleware,Declined,5,2021-07-10,2021-08-31,,Guy Saunders,Colleen Murphy,Chad Morales%,Marvin Lara,Brett Mcdowell,,,EUR,62.741952790499056,62.741952790499056,assurance,E68218968,E68218968-276,FS,Technology Assurance,Belgique,Europe
assurance,startup,Anderson LLC/Sherry Rodriguez,Anderson LLC/Sherry Rodriguez,Cloned tangible initiative,Closing,5,2021-02-21,2022-02-24,,Leslie Houston,Kevin Brown,Linda Hudson%,William Turner DVM,William Nelson,,,EUR,80.614911107909,80.614911107909,assurance,E64952748,E64952748-277,Private,FAAS,Angleterre,Europe
consulting,Media & Entertainment,Green LLC/Michele Clements,Green LLC/Michele Clements,Business-focused didactic customer loyalty,Closing,100,2023-10-14,2021-03-23,,Justin Wheeler,Stephanie Phillips,Ryan Evans%,Stephanie Jackson,Donna Moore,,,USD,86.68057290799804,86.68057290799804,consulting,E65315743,E65315743-278,TMT,Strategy & Transformation,Émirats arabes unis,Asie
consulting,startup,Rosales Ltd/Nathan Dunn,Rosales Ltd/Nathan Dunn,Future-proofed global utilization,Identify,15,2023-06-13,2022-10-13,,Matthew Lucas,Jason Washington,Leslie Powell%,Timothy Jenkins,Joshua Hill,,,USD,97.82710156814656,97.82710156814656,consulting,E69572684,E69572684-279,Private,Supply Chain & Operations,Côte d’Ivoire,Afrique
sat,startup,"Thomas, Lucero and Moore/Ronald Flores","Thomas, Lucero and Moore/Ronald Flores",Managed composite knowledgebase,Declined,100,2022-12-25,2021-05-05,,Jessica Nash,Lauren Carter,Jessica Jones%,Tyler Moore,Phillip Dillon,,,USD,58.1893257080726,58.1893257080726,sat,E62719661,E62719661-280,Private,EY-P,République démocratique du Congo,Afrique
assurance,Wealth & Asset Management,Mills Group/Stacy Martin,Mills Group/Stacy Martin,Stand-alone upward-trending Graphic Interface,Qualify,50,2023-10-12,2021-11-02,,Sean Townsend,Kimberly Torres,Daniel Kelly%,Cristina Hatfield,Nathan Fowler,,,USD,84.51071790284787,84.51071790284787,assurance,E68883463,E68883463-281,FS,CCaSS,Mali,Afrique
sat,Defense,"French, Craig and Adams/Keith Campbell","French, Craig and Adams/Keith Campbell",Up-sized 5thgeneration standardization,Closing,100,2023-01-01,2022-05-17,,Pamela Roberts,Sonya Perez,Edwin Young%,Anthony Thompson,Karen Campbell,,,EUR,81.23922424345723,81.23922424345723,sat,E69314138,E69314138-282,GPS,Transactions & Corporate Finance,France,Europe
consulting,Insurance,Randolph PLC/Shane Mendoza,Randolph PLC/Shane Mendoza,Devolved content-based functionalities,Qualify,50,2022-04-03,2023-12-05,,Joshua Wheeler,Lisa Holmes,Martin Potter%,Samuel Chen,Joshua Harris,,,USD,72.30645528254651,72.30645528254651,consulting,E65596794,E65596794-283,FS,Risk,Nigeria,Afrique
assurance,Wealth & Asset Management,"Thomas, Rodriguez and Simpson/Robert Miles","Thomas, Rodriguez and Simpson/Robert Miles",Integrated 4thgeneration knowledge user,Lost,5,2021-11-01,2021-11-07,,Bailey Swanson,Paul Miller,Alexander Garner%,Patricia Hobbs,Kristen Bowers,,,USD,70.56003677764623,70.56003677764623,assurance,E69575843,E69575843-284,FS,Finance,Angola,Afrique
assurance,Infrastructure,"Dawson, Torres and Harrison/Andrea Richardson","Dawson, Torres and Harrison/Andrea Richardson",Realigned system-worthy Internet solution,Pursue,65,2021-06-01,2023-09-23,,Amanda Hernandez DVM,Raymond Green,Katherine Bruce%,Cameron Yates,Valerie Warren,,,USD,77.95101169304583,77.95101169304583,assurance,E63420750,E63420750-285,GPS,Other Assurance,Maroc,Afrique
sat,Wealth & Asset Management,Butler-Chan/Laurie Watson,Butler-Chan/Laurie Watson,Cloned human-resource ability,Lost,100,2021-06-09,2023-01-12,,Andrea Compton,Elizabeth Hill,John Joseph II%,Jimmy Smith,Andrea Wright,,,USD,94.89405622181499,94.89405622181499,sat,E68626821,E68626821-286,FS,Transactions & Corporate Finance,Mali,Afrique
consulting,Banking & Capital Markets,Roman LLC/Dale Moore,Roman LLC/Dale Moore,Robust intangible system engine,Pursue,30,2021-11-05,2021-07-28,,Tonya Neal,David Cruz,Victoria Chambers%,Deborah Romero,Maria Hines,,,USD,53.98488182238286,53.98488182238286,consulting,E62209482,E62209482-287,FS,Risk,Gabon,Afrique
consulting,Wealth & Asset Management,Edwards Ltd/Joy Patterson,Edwards Ltd/Joy Patterson,Configurable background architecture,Declined,5,2023-09-25,2023-05-26,,Aaron Williams,Jacob Holland,Sean Gates%,Emily Torres,Hannah Nelson,,,USD,74.91306998918756,74.91306998918756,consulting,E64903053,E64903053-288,FS,Technology Assurance,Angola,Afrique
assurance,Telecommunications,Valenzuela Group/Daniel Fleming,Valenzuela Group/Daniel Fleming,Universal exuding conglomeration,Identify,20,2023-12-15,2022-06-23,,John Garrett,Dr. Stephen George Jr.,Caitlyn Clark%,Jennifer Hill,Becky Blake,,,USD,95.42304508225911,95.42304508225911,assurance,E63613166,E63613166-289,TMT,Audit & Governance,Burundi,Afrique
consulting,Infrastructure,Perry-Smith/Jennifer Griffin,Perry-Smith/Jennifer Griffin,Team-oriented coherent challenge,Won,100,2022-12-10,2021-01-20,2023-06-01 00:00:00,Mrs. Lisa Jones,Lisa Davis,Aaron Fields%,Renee Mitchell,Angela Yang,approved,,USD,53.11745714046495,53.11745714046495,consulting,E65100755,E65100755-290,GPS,Cybersecurity,Madagascar,Afrique
assurance,Telecommunications,Cummings Ltd/Aaron Williams,Cummings Ltd/Aaron Williams,Ergonomic stable emulation,Won,100,2023-12-23,2023-06-06,2021-09-09 00:00:00,Sara Rodriguez,Teresa Hinton,Jennifer Baker%,Jessica Garcia,Ashley Preston,approved,,USD,85.24350214132323,85.24350214132323,assurance,E66958381,E66958381-291,TMT,Technology Assurance,Gabon,Afrique
consulting,Defense,"Thomas, Hartman and Jones/Kristin Hall","Thomas, Hartman and Jones/Kristin Hall",Synergistic bandwidth-monitored firmware,Pursue,65,2021-08-12,2021-04-03,,Kevin Smith,Renee Maxwell,James Parrish%,Henry Lee,Christina Thomas,,,USD,98.04032997274189,98.04032997274189,consulting,E65115044,E65115044-292,GPS,Technology,Émirats arabes unis,Asie
sat,Defense,Peters-Decker/Joshua Morgan,Peters-Decker/Joshua Morgan,Phased dynamic algorithm,Won,100,2022-01-17,2021-09-20,2023-12-06 00:00:00,Lauren Armstrong,Robert Harrington,Bethany Lopez%,Marisa Jordan,Joseph Carroll,approved,,EUR,63.87507595900003,63.87507595900003,sat,E66753551,E66753551-293,GPS,Transactions & Corporate Finance,Suisse,Europe
sat,Banking & Capital Markets,Holland-Brown/Mary Morton,Holland-Brown/Mary Morton,Automated executive project,Pursue,45,2023-07-16,2022-11-02,,Kathryn Khan,Kristen Gonzalez,Jacob Bryan%,Lauren Prince,Danny Wiley,,,USD,62.07479790849276,62.07479790849276,sat,E67889736,E67889736-294,FS,Transactions & Corporate Finance,Gabon,Afrique
consulting,Infrastructure,Sandoval-Smith/Katherine Macias,Sandoval-Smith/Katherine Macias,Progressive full-range orchestration,Identify,20,2022-01-24,2021-05-16,,James Travis,Dana Flores,Michael Baker%,Roger Campbell,Jacqueline Bell,,,EUR,89.68647303808805,89.68647303808805,consulting,E64333910,E64333910-295,GPS,Supply Chain & Operations,Grèce,Europe
consulting,Defense,"Craig, Martinez and Clark/Rachael Deleon","Craig, Martinez and Clark/Rachael Deleon",Multi-lateral maximized open architecture,Declined,100,2021-01-04,2021-09-13,,Christopher Singleton,Erin Johnson,James Fowler%,Garrett Travis,Justin Williams,,,USD,99.7690856165543,99.7690856165543,consulting,E62101696,E62101696-296,GPS,Risk,Togo,Afrique
