OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
consulting,Health,Schultz Ltd/Cassandra Jimenez,Schultz Ltd/Cassandra Jimenez,Managed regional hierarchy,Pursue,30,2023-12-09,2024-05-10,,Alvin Mitchell Jr.,Lauren Larson,Christopher Rice%,Hayden Williams,Melanie Sanchez,,,USD,81.76803146038877,81.76803146038877,consulting,E66623131,E66623131-977,GPS,Compliance and Resilience,Angola,Afrique
tax,Defense,Johnson LLC/Mary Rodriguez,Johnson LLC/Mary Rodriguez,Public-key neutral forecast,Won,100,2023-04-06,2023-05-26,2023-08-29,Edward King,Matthew Hensley,Suzanne Jackson%,Emily Dominguez,Daniel Wilkinson,approved,,EUR,74.75090991914324,74.75090991914324,tax,E68259513,E68259513-978,GPS,GCR,Allemagne,Europe
tax,Media & Entertainment,Baker PLC/Nathan Greene,Baker PLC/Nathan Greene,Persistent user-facing initiative,Qualify,25,2023-03-05,2023-06-07,,Kaitlyn Ibarra,Rodney Hernandez,Justin Drake%,Justin Perez,Timothy Huang,,,EUR,70.31292564502384,70.31292564502384,tax,E66115964,E66115964-979,TMT,PAS,Angleterre,Europe
tax,Health,"Park, Bryant and Campbell/Brandon Mills","Park, Bryant and Campbell/Brandon Mills",Extended background instruction set,Pursue,40,2022-05-05,2022-10-14,,Mark Fisher,Derrick Serrano,Donald Peterson%,Brittany Knox,Justin Hernandez,,,USD,57.093378430708086,57.093378430708086,tax,E66271952,E66271952-980,GPS,International Tax Transaction Services,Côte d’Ivoire,Afrique
consulting,Wealth & Asset Management,Diaz-Wolf/Joshua Braun,Diaz-Wolf/Joshua Braun,Future-proofed modular Internet solution,Qualify,45,2023-04-01,2023-11-11,,Valerie Fisher,Kaitlyn Lopez,Michael Ware%,John Sims,Brittney Dominguez,,,EUR,65.2399555283948,65.2399555283948,consulting,E68588067,E68588067-981,FS,Risk,Allemagne,Europe
sat,startup,"Haynes, Harvey and Cox/Rachel Wade","Haynes, Harvey and Cox/Rachel Wade",De-engineered mobile workforce,Identify,10,2022-04-15,2022-08-11,,Omar Orozco,Ann Allison,Robert Erickson%,Monica Anderson,Kristen Kane,,,USD,96.8087349142059,96.8087349142059,sat,E65432277,E65432277-982,Private,Transactions & Corporate Finance,Burkina Faso,Afrique
consulting,Banking & Capital Markets,Sullivan-French/John Bailey,Sullivan-French/John Bailey,Virtual homogeneous archive,Lost,20,2021-07-16,2021-10-29,,Sara Jones,Robert Jackson,Samantha Henson PhD%,Shawn Joseph,John Burke,,,EUR,96.62999444212238,96.62999444212238,consulting,E65852513,E65852513-983,FS,Customer & Growth,Luxembourg,Europe
consulting,Infrastructure,Pena-Hahn/David Hoover,Pena-Hahn/David Hoover,Total interactive knowledge user,Qualify,30,2022-01-21,2022-05-20,,Mrs. Jessica Allen,Charles Gilbert,Yvonne Howard MD%,Andrew Reyes,Brandon Reynolds,,,EUR,71.44436712941834,71.44436712941834,consulting,E66404862,E66404862-984,GPS,Risk,Lettonie,Europe
consulting,startup,Wood-Turner/Christine Glenn,Wood-Turner/Christine Glenn,Function-based attitude-oriented solution,Declined,100,2022-06-13,2023-06-04,,Sarah Anderson,Audrey Scott,Nathan Ward%,Penny Pacheco,Brittany Decker,,,USD,56.25768407490513,56.25768407490513,consulting,E62600089,E62600089-985,Private,Risk,Côte d’Ivoire,Afrique
sat,startup,"Mcdonald, Allen and Scott/Michael Trevino","Mcdonald, Allen and Scott/Michael Trevino",Balanced tertiary infrastructure,Declined,100,2023-06-06,2024-02-14,,Cody Howell,Michael Patterson,Matthew Lloyd%,Adrian Potter,Stephen Anderson,,,USD,55.42287423698344,55.42287423698344,sat,E65690841,E65690841-986,Private,Transactions & Corporate Finance,Jordanie,Asie
tax,Telecommunications,"Gonzales, Chandler and Martin/Diana Bell","Gonzales, Chandler and Martin/Diana Bell",Implemented zero tolerance secured line,Lost,5,2022-04-12,2022-12-24,,Daniel Wiley,Amanda Watson,Thomas Anderson%,Thomas Morales,Robert Martinez,,,USD,64.53684997203666,64.53684997203666,tax,E65146848,E65146848-987,TMT,Law,Lesotho,Afrique
tax,Insurance,Green Ltd/James Scott,Green Ltd/James Scott,Public-key regional intranet,Pursue,75,2022-11-21,2023-07-14,,Angela Conner,Debbie Grant,Michael Bartlett%,Kristina Wright,Michael Russo,,,USD,63.38858184475365,63.38858184475365,tax,E61170053,E61170053-988,FS,GCR,Qatar,Asie
assurance,Health,"Smith, Schultz and Walker/Randy Lambert","Smith, Schultz and Walker/Randy Lambert",Ergonomic incremental array,Identify,10,2021-05-16,2021-07-15,,Heather Brown,Peter Fletcher,Christopher Sexton%,Crystal Esparza,Jaime Evans,,,USD,63.09232501418823,63.09232501418823,assurance,E67380883,E67380883-989,GPS,CCaSS,Gabon,Afrique
sat,Defense,Lara-Smith/Jeffrey Perez,Lara-Smith/Jeffrey Perez,Right-sized background Graphical User Interface,Qualify,25,2022-10-25,2022-12-09,,Aaron Cox,Derek Peterson,Philip Smith%,Susan Moses,Courtney Johnson,,,USD,91.51214550309184,91.51214550309184,sat,E65375353,E65375353-990,GPS,Transactions & Corporate Finance,Sénégal,Afrique
assurance,Infrastructure,"Ross, Meyer and Morgan/Melissa Larson","Ross, Meyer and Morgan/Melissa Larson",Business-focused clear-thinking pricing structure,Won,5,2023-02-17,2023-09-04,2023-10-26,Ruben Sparks,Lisa Stafford,Gloria Smith%,Becky Sanders,Michael Hickman,approved,,USD,67.38019487595548,67.38019487595548,assurance,E63328336,E63328336-991,GPS,CCaSS,Lesotho,Afrique
sat,Banking & Capital Markets,Gonzalez-Poole/Tina Cook,Gonzalez-Poole/Tina Cook,Reactive real-time function,Declined,5,2022-01-06,2022-08-29,,Joseph Davis,Dana Chen,Angela Solomon%,Michelle Martin,Angela Pierce,,,USD,78.43643987724428,78.43643987724428,sat,E67776245,E67776245-992,FS,Transactions & Corporate Finance,Mauritanie,Afrique
consulting,startup,"Fuller, Cortez and Fitzgerald/Mr. Darrell Arellano","Fuller, Cortez and Fitzgerald/Mr. Darrell Arellano",Organic leadingedge portal,Identify,15,2021-01-06,2021-06-04,,David George,Nicole Buchanan,Eric Gilbert%,Lori Singleton,Steven Williams,,,USD,73.51839679894567,73.51839679894567,consulting,E63114040,E63114040-993,Private,Technology Assurance,Pakistan,Asie
tax,Wealth & Asset Management,Reid-Collins/Kaitlyn Dyer,Reid-Collins/Kaitlyn Dyer,Multi-lateral context-sensitive solution,Closing,100,2023-01-27,2023-09-03,,Rachel Nicholson,Darius Harrison,Mr. Harold Phillips II%,Anna Rush,Vanessa Salazar DVM,,,USD,54.91189883209668,54.91189883209668,tax,E61838239,E61838239-994,FS,Indirect,Émirats arabes unis,Asie
assurance,Insurance,Schneider-Trevino/Christopher Brock,Schneider-Trevino/Christopher Brock,Triple-buffered bifurcated migration,Won,20,2022-07-02,2023-06-01,2023-08-20,Scott Hartman,Ann Harrell,Marcus Owens%,Ann Smith,Stacey King,approved,,USD,74.91575650206265,74.91575650206265,assurance,E67574522,E67574522-995,FS,Finance,Koweït,Asie
tax,startup,Mitchell LLC/Joshua Lopez,Mitchell LLC/Joshua Lopez,Enhanced multimedia access,Identify,10,2022-03-12,2023-02-16,,Miranda Mckinney,Kathy Valenzuela,Sean Mills%,Christopher Martin,Joann Chen,,,USD,77.90902560701375,77.90902560701375,tax,E64645658,E64645658-996,Private,GCR,Côte d’Ivoire,Afrique
tax,Technology,Rice-Reyes/Ashley Frost,Rice-Reyes/Ashley Frost,Upgradable content-based matrix,Closing,100,2023-06-11,2024-05-01,,Alexander Rodriguez,Keith Robinson,Joseph King%,Kathleen Thompson,Ashley Conley,,,USD,71.2637944373516,71.2637944373516,tax,E67125053,E67125053-997,TMT,BTS,Sao Tomé,Afrique
sat,Media & Entertainment,Robinson Inc/Patricia Williams,Robinson Inc/Patricia Williams,Business-focused exuding Local Area Network,Lost,20,2022-08-07,2023-06-25,,Stephanie Reeves,Angela Strickland,Tom Dean%,Bradley Rojas,Kyle Gonzalez,,,EUR,50.194525369202495,50.194525369202495,sat,E62310790,E62310790-998,TMT,EY-P,France,Europe
assurance,Wealth & Asset Management,Bailey LLC/Robin Clark,Bailey LLC/Robin Clark,Distributed zero administration complexity,Lost,5,2023-05-15,2023-06-05,,Becky Marquez MD,Wendy Hayes,Michael Morgan%,Glenn Curtis,Micheal Taylor,,,USD,61.09748159171832,61.09748159171832,assurance,E66040487,E66040487-999,FS,Other Assurance,Arabie saoudite,Asie
tax,startup,Brooks-Webster/Jason Lawson,Brooks-Webster/Jason Lawson,Profound object-oriented matrices,Qualify,30,2023-01-16,2023-05-22,,Walter Campbell,Maria Robinson,Timothy Watson%,Melissa Holmes,Hailey Martinez,,,USD,53.56681267490459,53.56681267490459,tax,E69174880,E69174880-1000,Private,International Tax Transaction Services,Émirats arabes unis,Asie
sat,startup,"Simpson, Adams and Chandler/Timothy White","Simpson, Adams and Chandler/Timothy White",Distributed empowering algorithm,Qualify,20,2023-06-05,2024-01-01,,Andrew Carrillo,Katherine Adams,Eric Richards%,Olivia Adams,Stacy Sampson,,,USD,62.28138207929433,62.28138207929433,sat,E69802541,E69802541-304,Private,Transactions & Corporate Finance,Émirats arabes unis,Asie
sat,Banking & Capital Markets,Ellison-Luna/Carla Lopez,Ellison-Luna/Carla Lopez,Object-based radical functionalities,Pursue,35,2023-03-22,2023-06-26,,Thomas Roberts,David Long,Teresa Young%,Cheryl Smith,Richard Ramsey,,,EUR,59.54631209331892,59.54631209331892,sat,E65113557,E65113557-351,FS,Transactions & Corporate Finance,Italie,Europe
sat,Banking & Capital Markets,"Quinn, Houston and White/Robert Callahan","Quinn, Houston and White/Robert Callahan",Reactive fresh-thinking neural-net,Declined,20,2023-03-11,2024-02-24,,Rachel Stevens,Heather Salinas,Benjamin Johnson%,Chelsea Hamilton,Steven Gaines,,,USD,68.24706329596904,68.24706329596904,sat,E68868478,E68868478-88,FS,Transactions & Corporate Finance,Soudan,Afrique
consulting,Infrastructure,Spencer-Waller/Mary Hunter,Spencer-Waller/Mary Hunter,Triple-buffered composite Graphic Interface,Identify,20,2021-10-01,2022-01-14,,Richard Serrano,Sandra Raymond,Matthew Butler%,Grace Green,Matthew Krause,,,EUR,52.90811702921447,52.90811702921447,consulting,E65193725,E65193725-141,GPS,Cybersecurity,République tchèque,Europe
sat,Health,"Camacho, Webster and Lee/Jason Reed","Camacho, Webster and Lee/Jason Reed",Persistent intangible groupware,Qualify,30,2022-08-28,2023-02-03,,Kevin Lewis,Jacob Patel,Angie Rhodes%,Martin Cruz,Natalie Lopez,,,EUR,95.4184789960072,95.4184789960072,sat,E69748212,E69748212-85,GPS,EY-P,Luxembourg,Europe
tax,Health,"Hines, Tran and Simmons/Laura Stewart","Hines, Tran and Simmons/Laura Stewart",Multi-layered optimal superstructure,Pursue,60,2023-06-03,2023-10-15,,Cassie Payne,Larry Smith,Roberta Carter%,Mary Thomas,Brandon Taylor,,,USD,89.57460626677381,89.57460626677381,tax,E67774597,E67774597-285,GPS,Indirect,Mauritanie,Afrique
assurance,Infrastructure,Cole LLC/Adam Ruiz,Cole LLC/Adam Ruiz,Quality-focused zero tolerance leverage,Won,20,2022-05-19,2023-02-03,2023-02-16,Frederick Moran MD,Ryan Dickerson,Kelly Brown%,Keith Miller,Amanda Barton,approved,,EUR,57.14139212225485,57.14139212225485,assurance,E68114448,E68114448-438,GPS,Audit & Governance,République tchèque,Europe
assurance,Banking & Capital Markets,Clark-Macdonald/Shannon Curtis,Clark-Macdonald/Shannon Curtis,Integrated bandwidth-monitored circuit,Won,100,2022-07-10,2023-01-18,2023-04-27,Elizabeth Mitchell,Jennifer Anderson,Lauren Russell%,Kimberly Soto,Andre Gallegos,approved,,USD,88.3228612468827,88.3228612468827,assurance,E67616289,E67616289-28,FS,Finance,Algérie,Afrique
consulting,Banking & Capital Markets,Rocha-Mitchell/David Coleman,Rocha-Mitchell/David Coleman,Advanced 24/7 monitoring,Closing,100,2023-11-05,2024-10-17,,Mark Gonzalez,Christian Nguyen,Andrew Reyes%,Katherine King,Matthew Flynn,,,USD,91.80675307086824,91.80675307086824,consulting,E68408451,E68408451-571,FS,Technology Assurance,République démocratique du Congo,Afrique
tax,Insurance,Hodge-Malone/Ricardo Gibson MD,Hodge-Malone/Ricardo Gibson MD,Multi-lateral actuating hierarchy,Declined,5,2022-09-22,2022-10-19,,Donald Yates,Christine Diaz,Laurie Jefferson%,Gary Atkinson,April Morales,,,USD,87.57555971702227,87.57555971702227,tax,E64042785,E64042785-549,FS,PAS,Togo,Afrique
assurance,Telecommunications,"Garcia, Decker and West/Joseph Baker","Garcia, Decker and West/Joseph Baker",Compatible local alliance,Won,5,2023-05-20,2023-07-03,2023-08-31,Frederick Hall,George Cooper,Sean Briggs%,Alicia Williams,James Jones,approved,,USD,53.09010976643925,53.09010976643925,assurance,E65262365,E65262365-721,TMT,Technology Assurance,Bénin,Afrique
sat,Banking & Capital Markets,Glenn Group/Alan Jones,Glenn Group/Alan Jones,Synergistic executive matrix,Pursue,60,2023-11-02,2024-10-08,,Ashley Morales,Melanie West,Wendy Shepard%,Christopher Owens,Eddie Scott,,,USD,96.09951021501136,96.09951021501136,sat,E62735779,E62735779-698,FS,Transactions & Corporate Finance,Sao Tomé,Afrique
assurance,Banking & Capital Markets,"Mendez, Brown and Huff/Rachel Morgan","Mendez, Brown and Huff/Rachel Morgan",Fundamental holistic task-force,Identify,20,2022-04-29,2022-09-28,,Robert Brown,Jeffrey Edwards,Wendy Sullivan%,Stephanie Wiley,Mary Ramsey,,,USD,83.56362698493669,83.56362698493669,assurance,E66211329,E66211329-183,FS,Forensics,Arabie saoudite,Asie
sat,Media & Entertainment,Cox Inc/Brandon Malone,Cox Inc/Brandon Malone,Reactive incremental knowledgebase,Closing,5,2021-08-18,2022-02-05,,Erica Fitzpatrick,Douglas Ayers PhD,Christopher Lawrence%,Jacqueline Lawrence,Victoria Potter,,,EUR,83.36232393701117,83.36232393701117,sat,E65905191,E65905191-709,TMT,EY-P,France,Europe
tax,Insurance,Trevino PLC/Kristen Williams,Trevino PLC/Kristen Williams,Organized object-oriented ability,Declined,5,2023-11-15,2024-09-11,,Danielle Edwards,Lauren Thompson,Ashley Duran%,Zachary Manning,Dana Chan,,,EUR,95.0497114487063,95.0497114487063,tax,E69264515,E69264515-38,FS,International Tax Transaction Services,Grèce,Europe
sat,Technology,Long Ltd/Nicole Roman,Long Ltd/Nicole Roman,Fully-configurable holistic projection,Qualify,40,2023-11-12,2024-07-13,,Brittany Holmes,Colton Mullen,Tammy Meyer%,Patrick Mendoza,Morgan Woods,,,USD,66.98345502961713,66.98345502961713,sat,E61584293,E61584293-315,TMT,EY-P,Congo Brazzaville,Afrique
assurance,Defense,Coleman-Smith/Erica Hawkins,Coleman-Smith/Erica Hawkins,Reverse-engineered zero-defect frame,Closing,75,2022-09-08,2022-12-26,,Jared Smith,Carmen Nelson,Margaret Flores%,Caleb Mclean,Tyler Barnes,,,EUR,87.34739346218771,87.34739346218771,assurance,E65509084,E65509084-413,GPS,Audit & Governance,Russie,Europe
tax,Infrastructure,Wilson Inc/Gerald Oliver,Wilson Inc/Gerald Oliver,Implemented executive Local Area Network,Declined,100,2022-06-02,2022-06-22,,Emma Burns,Stephanie Paul,Dwayne Mahoney%,Laurie Griffin,Daniel Stanton,,,EUR,97.47188703474882,97.47188703474882,tax,E65428448,E65428448-79,GPS,International Tax Transaction Services,Suisse,Europe
assurance,Media & Entertainment,Wang PLC/Dr. Emily Greene,Wang PLC/Dr. Emily Greene,Synergistic stable application,Closing,5,2023-06-15,2023-10-02,,Andrea Rodriguez,Edwin Sandoval,Erin Perry%,Mercedes Edwards,Jeremy Jenkins,,,EUR,59.33999772952174,59.33999772952174,assurance,E66323639,E66323639-55,TMT,Technology Assurance,Allemagne,Europe
sat,Insurance,Smith Group/Edwin Brown,Smith Group/Edwin Brown,Self-enabling grid-enabled concept,Pursue,60,2022-06-06,2023-02-26,,David Cruz,George Lester,Taylor Diaz%,Michael Sanchez,Amanda Poole DVM,,,USD,64.58172966234966,64.58172966234966,sat,E63870212,E63870212-740,FS,EY-P,Côte d’Ivoire,Afrique
sat,startup,Hubbard LLC/Michael Pearson,Hubbard LLC/Michael Pearson,Phased static hub,Won,5,2023-05-06,2023-10-09,2023-12-10,Aaron Anderson,James Hernandez,Audrey Scott%,Mark Melton,Alicia Hansen,approved,,USD,70.24525735169846,70.24525735169846,sat,E68171449,E68171449-554,Private,EY-P,Kenya,Afrique
consulting,startup,"Osborn, Clark and Ryan/Charles Smith","Osborn, Clark and Ryan/Charles Smith",Visionary multi-tasking customer loyalty,Qualify,45,2021-06-13,2021-07-26,,Rebecca Garcia,Kimberly Lewis,Anthony Carpenter%,David Barker,Amy Stokes,,,USD,79.0956069102152,79.0956069102152,consulting,E67452977,E67452977-249,Private,Customer & Growth,Mauritanie,Afrique
tax,Defense,Ellis Ltd/Robert Anthony,Ellis Ltd/Robert Anthony,Triple-buffered mobile parallelism,Identify,20,2022-06-09,2023-04-19,,Shannon Allen,Timothy Allen,Norma Anderson%,Joyce Hill,Michael West,,,EUR,74.76449132313073,74.76449132313073,tax,E67822243,E67822243-567,GPS,BTS,Lettonie,Europe
tax,startup,Brock-Snyder/Mrs. Patricia Stephens,Brock-Snyder/Mrs. Patricia Stephens,Programmable intangible circuit,Lost,20,2023-07-12,2023-12-12,,Michael Brown,Jessica Suarez,Steven Fields%,Marissa Wilson,Troy Bright,,,USD,51.98471837472282,51.98471837472282,tax,E61008072,E61008072-627,Private,Law,Émirats arabes unis,Asie
tax,Health,"Hines, Tran and Simmons/Laura Stewart","Hines, Tran and Simmons/Laura Stewart",Multi-layered optimal superstructure,Pursue,60,2023-06-03,2023-10-15,,Cassie Payne,Larry Smith,Roberta Carter%,Mary Thomas,Brandon Taylor,,,USD,89.57460626677381,89.57460626677381,tax,E67774597,E67774597-285,GPS,Indirect,Mauritanie,Afrique
consulting,Infrastructure,Taylor-Dunn/Kimberly Ibarra,Taylor-Dunn/Kimberly Ibarra,Universal foreground time-frame,Won,100,2023-05-14,2023-11-22,2024-02-11,Robert White,Kimberly Jones,Kelly Smith%,Laura Richards,Carly Esparza,approved,,EUR,89.16742845461224,89.16742845461224,consulting,E63559642,E63559642-598,GPS,Cybersecurity,Angleterre,Europe
consulting,Insurance,"Reyes, Wagner and Lewis/Patricia Bentley","Reyes, Wagner and Lewis/Patricia Bentley",Proactive methodical middleware,Lost,20,2022-08-01,2023-06-05,,Mary Meza,Ralph Garcia,Todd Mason%,Susan Ramirez,Marissa Lopez,,,USD,92.5861967724505,92.5861967724505,consulting,E65115144,E65115144-657,FS,Supply Chain & Operations,Burundi,Afrique
assurance,Banking & Capital Markets,Hall-Tanner/Amber Marquez,Hall-Tanner/Amber Marquez,Diverse analyzing support,Pursue,30,2022-12-22,2022-12-23,,John Haney,Adriana Gutierrez,Brandi Cox%,Mariah Luna,John Smith,,,USD,78.39905321648125,78.39905321648125,assurance,E64757448,E64757448-374,FS,Forensics,Jordanie,Asie
sat,startup,Hubbard LLC/Michael Pearson,Hubbard LLC/Michael Pearson,Phased static hub,Won,5,2023-05-06,2023-10-09,2023-12-10,Aaron Anderson,James Hernandez,Audrey Scott%,Mark Melton,Alicia Hansen,approved,,USD,70.24525735169846,70.24525735169846,sat,E68171449,E68171449-554,Private,EY-P,Kenya,Afrique
consulting,Infrastructure,Pennington and Sons/Jesse Garrett,Pennington and Sons/Jesse Garrett,Visionary asymmetric circuit,Qualify,20,2023-08-20,2024-03-08,,John Lang,Charles Williams,Eileen Taylor%,Ryan Edwards,Richard Farmer,,,EUR,83.3177692021174,83.3177692021174,consulting,E69339249,E69339249-515,GPS,Risk,Portugal,Europe
tax,startup,Phillips and Sons/Teresa Cochran,Phillips and Sons/Teresa Cochran,Persevering eco-centric access,Qualify,50,2022-09-10,2023-01-03,,Jesus Townsend,Matthew Barrett,Sara Adkins%,Jay Ayala,Ashley Rice,,,EUR,80.10877409761338,80.10877409761338,tax,E64275964,E64275964-784,Private,Law,Portugal,Europe
sat,Technology,Villegas-Long/Jeffrey Wiley,Villegas-Long/Jeffrey Wiley,Managed transitional focus group,Won,5,2023-08-11,2023-10-28,2024-01-31,Amanda Lin,Danny Sanford DDS,Rita Lewis%,Gregory Cardenas,Cory Ayala,approved,,USD,80.08913278844116,80.08913278844116,sat,E65054996,E65054996-501,TMT,Transactions & Corporate Finance,Sao Tomé,Afrique
consulting,Defense,"Stevens, Taylor and Kelly/Theodore Baker","Stevens, Taylor and Kelly/Theodore Baker",Enterprise-wide impactful challenge,Qualify,35,2021-07-26,2022-02-11,,Patricia Smith,Ian Rivera,Thomas Rose%,Christopher Morales,Kelly Gonzalez,,,USD,68.31669260499781,68.31669260499781,consulting,E69779664,E69779664-829,GPS,Compliance and Resilience,Côte d’Ivoire,Afrique
sat,Banking & Capital Markets,Wood-Jackson/Erika Livingston,Wood-Jackson/Erika Livingston,Upgradable disintermediate workforce,Won,5,2021-11-19,2022-09-26,2022-12-24,Christine Lopez,Christina Long,Toni Goodwin%,Michael Hansen,Elizabeth Wilkinson,approved,,USD,58.28995180254704,58.28995180254704,sat,E69851589,E69851589-135,FS,Transactions & Corporate Finance,Égypte,Afrique
tax,startup,Carter-Davis/Wesley Miller,Carter-Davis/Wesley Miller,Enterprise-wide dynamic website,Lost,20,2023-04-21,2023-12-16,,Chad Lopez,Mr. Michael Rogers,Michael Foster%,Amanda Williams,Caitlin Garcia,,,EUR,90.45934342960594,90.45934342960594,tax,E64151757,E64151757-174,Private,Law,Portugal,Europe
assurance,Insurance,Bennett-Morrison/Casey Eaton,Bennett-Morrison/Casey Eaton,Automated exuding knowledge user,Closing,5,2023-03-01,2023-04-14,,Joshua Stone PhD,Veronica Welch,Dennis Carson%,Dustin Romero,Anthony Wyatt,,,USD,94.98525983959053,94.98525983959053,assurance,E69938711,E69938711-544,FS,Audit & Governance,Émirats arabes unis,Asie
tax,Infrastructure,Dougherty-Lopez/Lauren Juarez,Dougherty-Lopez/Lauren Juarez,Optional scalable throughput,Lost,20,2021-08-16,2021-10-11,,Gregory Cobb,Sean Hall,Brittany Craig%,Lori Mcdowell,David Nixon,,,USD,50.42468035793576,50.42468035793576,tax,E61956130,E61956130-868,GPS,Law,Angola,Afrique
consulting,Insurance,Kerr and Sons/Paul Coleman,Kerr and Sons/Paul Coleman,Distributed high-level extranet,Pursue,60,2023-05-14,2023-10-20,,Jennifer Moss,Keith Chavez,Bonnie Harper%,Mary Orr,Andrew Hoover,,,EUR,67.92974719143503,67.92974719143503,consulting,E65782504,E65782504-110,FS,Sustainability,Pologne,Europe
tax,startup,"Nelson, Hall and Smith/Michael Mckay","Nelson, Hall and Smith/Michael Mckay",Virtual secondary superstructure,Identify,10,2021-12-28,2022-10-03,,Jonathan Mckenzie,Kristen Nguyen,Daniel Vargas%,John Reynolds,Amanda Knight,,,EUR,66.05486924702049,66.05486924702049,tax,E61369593,E61369593-189,Private,PAS,Luxembourg,Europe
consulting,Banking & Capital Markets,Perez PLC/Katherine Burns,Perez PLC/Katherine Burns,Seamless human-resource concept,Pursue,65,2022-05-27,2023-02-02,,Megan Peterson,Dr. Collin Beasley DDS,Alexis Armstrong%,Jose Pineda,Lorraine Vaughan,,,USD,56.76411268685369,56.76411268685369,consulting,E68766496,E68766496-25,FS,Supply Chain & Operations,Gabon,Afrique
consulting,Technology,Ware Ltd/Valerie Richmond,Ware Ltd/Valerie Richmond,Stand-alone 24/7 capability,Pursue,60,2021-10-29,2022-05-17,,Claire Adams,Stacey Bell,Ashley Brown%,William West,Teresa Lee,,,USD,89.0450366944402,89.0450366944402,consulting,E67521592,E67521592-77,TMT,Compliance and Resilience,Bénin,Afrique
consulting,Insurance,King-Moore/James Estrada,King-Moore/James Estrada,Exclusive discrete implementation,Identify,20,2023-04-30,2023-09-01,,Sara Graham,Erik Payne,Colleen Castillo%,Anne Johnson,Mrs. Natalie Phillips,,,EUR,75.8793172860402,75.8793172860402,consulting,E66980328,E66980328-176,FS,Technology,Allemagne,Europe
sat,Infrastructure,Gutierrez Group/Jenny Huffman,Gutierrez Group/Jenny Huffman,Customizable bandwidth-monitored core,Identify,10,2023-09-08,2024-05-07,,Nicole Clark,John Durham,Lauren Roy%,Jennifer Rios,Cheryl Bauer,,,USD,54.94306731621974,54.94306731621974,sat,E64994017,E64994017-882,GPS,Transactions & Corporate Finance,Angola,Afrique
tax,Insurance,"Nguyen, Davis and Jones/Spencer Mcknight Jr.","Nguyen, Davis and Jones/Spencer Mcknight Jr.",Inverse homogeneous model,Won,5,2023-12-31,2024-05-02,2024-06-27,Kevin Novak,Mark Cohen,Elizabeth Romero%,Kevin Dickerson,Richard Gomez,approved,,EUR,80.44722445464313,80.44722445464313,tax,E68002187,E68002187-309,FS,BTS,Suisse,Europe
tax,Insurance,"Nguyen, Davis and Jones/Spencer Mcknight Jr.","Nguyen, Davis and Jones/Spencer Mcknight Jr.",Inverse homogeneous model,Won,5,2023-12-31,2024-05-02,2024-06-27,Kevin Novak,Mark Cohen,Elizabeth Romero%,Kevin Dickerson,Richard Gomez,approved,,EUR,80.44722445464313,80.44722445464313,tax,E68002187,E68002187-309,FS,BTS,Suisse,Europe
assurance,Wealth & Asset Management,Williams Ltd/Dustin Williams,Williams Ltd/Dustin Williams,Fully-configurable full-range ability,Pursue,50,2023-07-31,2023-08-23,,Alex Lewis,Shelia Williams,Jesse Potts%,Tiffany Anderson,Jorge Hughes,,,EUR,97.88743227721366,97.88743227721366,assurance,E62746683,E62746683-888,FS,Finance,France,Europe
consulting,Health,"Johnson, Robinson and Jones/Victor Robinson","Johnson, Robinson and Jones/Victor Robinson",Right-sized zero administration workforce,Declined,100,2021-11-16,2022-07-26,,Audrey Castillo,Andrew Long,Jessica Miller%,George Moore,Cameron Davidson,,,USD,53.72470896423738,53.72470896423738,consulting,E68561529,E68561529-694,GPS,Cybersecurity,Égypte,Afrique
assurance,Banking & Capital Markets,Hall-Tanner/Amber Marquez,Hall-Tanner/Amber Marquez,Diverse analyzing support,Pursue,30,2022-12-22,2022-12-23,,John Haney,Adriana Gutierrez,Brandi Cox%,Mariah Luna,John Smith,,,USD,78.39905321648125,78.39905321648125,assurance,E64757448,E64757448-374,FS,Forensics,Jordanie,Asie
sat,startup,"Sanchez, Cooper and Delgado/Collin Miller","Sanchez, Cooper and Delgado/Collin Miller",Grass-roots fault-tolerant flexibility,Declined,20,2022-09-08,2023-07-13,,Jordan Wyatt,Peter Hendricks,Sonya Gill%,Manuel Rodriguez,Kenneth Page,,,USD,62.923968431693424,62.923968431693424,sat,E69915761,E69915761-21,Private,Transactions & Corporate Finance,Sierra Leone,Afrique
assurance,Health,"Jenkins, Graham and Cordova/Mary Pham","Jenkins, Graham and Cordova/Mary Pham",Organized stable groupware,Identify,20,2022-06-10,2022-07-23,,Brian Kramer,Lisa Ramirez DVM,Kevin Faulkner%,Joanne Gibson,Megan Stephenson,,,USD,71.43533411262227,71.43533411262227,assurance,E62930083,E62930083-16,GPS,Audit & Governance,Mali,Afrique
